fresh or frozen broad beans,$1.59
crumpets,$12.99
chilli jam  ketchup or brown sauce,$3.49
chocolate truffle,$5.69
ice cream or cream,$2.99
chicken mince,$1.69 / per lb
chocolate mint thins,$4.59
cauliflower rice,$2.99
jar of paella paste,$5.79
frozen chopped chargrilled vegetables,$1.19
tub fresh Moroccan couscous,$2.99
poppadums and chutney,$7.07
hard mozzarella,$2.99
garlic naan bread,$2.99
pack firm tofu  cut into 3cm cubes,$29.38
brown or white miso paste,$6.49
white sesame seeds,$2.99
kale greens,$3.69
pouch black rice,$3.29
brown butter,$7.49
cold lard,$2.39
whole chicken  rubbed with butter or drizzled with olive oil,$9.59
Cheshire potatoes,$39.99
chopped rashers smoked bacon,$11.39
turkey bacon,$2.99
Gianduja chocolate,$1.59
whole roasted hazelnuts,$10.99
crushed feuillantine,$2.49
pack Dairy Milk Oreo mini eggs,$4.99
jar marinated seitan pieces,$7.79
oat milk,$3.99
milk oat milk,$4.99
parsley stalks,$6.89
parsley stalks  2 sprigs of thyme and 1 bay leaf  tied with string,$5.99
soya milk or rice milk,$3.89
red pepper or green pepper,$4.89
wedge red cabbage,$1.59
tortilla,$2.59
wild red salmon,$8.99
oat milk or rice milk,$3.99
grapeseed oil,$5.99
muesli mix,$3.49
soy milk,$2.99
nut butter almond,$1.79
soybeans beans,$6.49
rye and wheat dark sourdough bread,$2.99
podded beans,$0.89
nest dried vermicelli rice noodles,$3.89
shelled peas,$4.59
Greek yogurt and flatbreads,$3.49
nettle leaves,$5.69
podded and peeled broad beans,$1.99
tarragon sprig  leaves picked,$2.29
blue cheese dip,$2.69
smoked paprika  plus 2 teaspoon for the chicken skin,$3.99
1kg pink rhubarb stalks,$26.99 - $49.99
crumpled bay leaves,$1.59
flatbreads and yogurt,$3.49
seeds snack packs,$3.79
whole natural yogurt,$2.79
white sugarpaste,$119.99 - $129.99
green and pink food colouring paste,$4.39
icing sugar  sifted  for rolling out,$2.29
38g tube Smarties,$45.99
cheese tortilla chips and some hot sauce,$3.99
25cm cake board,$20.00
yellow or orange food colouring paste,$3.89
white sugar paste,$4.99
x 100 gram cans sardines in olive oil,$3.29
Greek salad,$2.69
plastic,$1.69
Smarties,$3.49
marker pen,$12.79
yellow cardboard,$39.99
drinking straw,$0.99
chicken thigh fillets  cut into 3cm chunks,$1.99 / per lb
milk vodka,$15.99
whole cooked beetroots,$0.65
Bombay spice mix,$0.85
chicken skewers  carrot sticks and naan bread,$2.19
flatbreads or stuffed vine leaves  olives and falafel,$15.79
pouch,$5.49
nest dried rice noodles,$2.59
pack chorizo picante,$2.49
pack baby leeks,$4.99
chunky cucumber raita  see goes well with  and mango chutney,$2.19
chocolate chips  blueberries or peanut butter and jam,$2.69
grated strong cheddar,$2.99
pink and white marshmallows,$1.29
x 150 millilitre pots bio yogurt,$10.99
red plums,$5.59 - $7.49
ricotta yogurt,$2.89
grapefruits,$0.99
ricotta or bio yogurt,$4.79
x 125 gram skinless cooked wild salmon fillets,$7.99
thyme spig,$3.99
brown rice potatoes,$4.99
beef sirloin,$9.49 / per lb
leftover ratatouille,$19.99
pomegranate seeds only,$3.79
x 125 gram skinless cod fillets,$12.99
brown basmati,$2.39
pumpkin seeds almonds,$4.89
puffed wheat,$4.71
seedless black or red grapes,$4.99
whole cumin seeds,$3.19
juice of a lime,$2.59
lime  zest and juice,$2.59
1kg Maris Piper potatoes,$11.29
good sprinkle of flaky sea salt,$3.19
salad onion,$1.69
pot prepared white and brown crabmeat,$0.99
pack tomatoes,$1.59
salad onion  steeped in vinegar,$1.99
Breakfast tea bag,$7.79
Bournville bar,$4.39
coffee or vanilla ice cream,$4.99
thyme sprig,$3.29
sachet coconut milk,$3.99
Kalamata olives  halved  optional ,$2.99
vegetarian feta,$7.99
green chilli  chopped  optional ,$1.99
frozen chips,$2.49
floury white baps,$2.29
other cookie fillings  such as pretzels  chopped nuts  pieces of fudge,$8.29
cooking spray,$1.99
muffin tins that fit inside each other,$8.00
lovage leaves,$10.82
dill fronds,$4.49
queen scallops,$44.99 - $54.99
amontillado sherry,$2.79
cooked and peeled prawns  roughly chopped,$8.29
red and 2 yellow peppers,$8.99
springform,$12.99
plastic drinking straws,$0.99
assorted sprinkles  sweets and berries,$4.89
Mars,$12.49
tub sprinkles,$14.99
strong flour,$2.99
glass noodles or rice vermicelli,$3.89
brown sugar or palm sugar,$5.89
beef fillet steak,$4.99 / per lb
rice powder,$11.99
nests wholewheat noodles,$2.19
cooked prawns,$6.99
red chilli deseeded and finely chopped,$2.49
can sustainably fished tuna in olive oil,$2.49
packs chargrilled artichokes,$6.99
mixed fruit and nuts,$5.99
tub coleslaw,$1.79
Cheddar cheese,$2.49
1kg skinless  boneless organic pork belly,$2.99 / per lb
bamboo steamer,$19.99
Ceylon arrack,$199.00 - $199.99
vanilla syrup,$5.39
kashmiri chilli powder,$5.59
paprika powder,$2.59
green chutney,$7.07
crispy shallots,$3.69
Kashmiri chilli powder,$5.99
black and 1 green cardamom pod,$8.49
naans,$2.99
Horlicks,$11.99
carrots carrots   peeled and cut into chunks,$2.69
breadcrumbs bread,$1.19
favourite vegetables,$16.69
baby spinach leaf,$1.39
grated cheddar and mozzarella cheese,$3.69
grated medium or mature cheddar,$2.29
basmati rice broccoli,$1.59
plain yogurt  pitta bread,$2.99
fresh basil or parsley,$3.99
spaghetti and grated cheese,$3.99
x 400 gram can green lentils  drained and rinsed,$1.99
flageolet beans  drained and rinsed,$1.99
selection of the following to serve  rice or tacos  soured cream  grated cheese and sliced avocado,$4.19
wholewheat fusilli,$2.19
grated cheese and soured cream,$2.99
dried porcini mushroom,$1.89
stock stock,$2.59
mature Cheddar cheese,$2.49
Optional fillings of lemon curd  jam  lightly whipped cream,$4.49
leek  green top left whole  white finely sliced,$1.89
mild red chilli,$1.89
fennel  fronds picked and reserved  fennel chopped,$3.29
1kg of filleted mixed Mediterranean fish,$4.29
red chilli  optional ,$3.19
bacon pancetta bacon,$6.39
freshly picked elderflower heads,$11.79
pack padron peppers,$5.99
soya cream and fruit,$5.29
seaweed,$2.39
metal skewer,$1.99
chocolate  fruit,$7.99
white vermouth,$2.79
kiwis,$3.99
coriander basil leaves,$3.99
toasted coconut flakes,$1.59
wholewheat linguine,$2.19
whole cherry tomatoes,$4.99
mix pumpkin seeds,$3.79
beef tomato,$1.89
quick granola,$4.79
wholemeal tortilla wraps,$6.79
light spelt flour,$9.19
1l good vegetable oil,$5.49
coarse bread,$3.69
ripe  large avocados,$4.99
sachet fast action yeast,$10.39
large lemons,$19.99
finely grated zest 2 limes,$1.39
cucumbers,$0.69
peppery leaves,$2.89
red chilli and spring onions,$1.59
jar artichokes in olive oil,$3.99
honey mustard dressing,$3.69
tomatoes and olives,$4.39
vanila extract,$1.69
cream of tartar,$2.99
pack prawns,$17.99
mayonnaise yogurt,$3.19
large courgettes  sliced lengthways,$2.29
herby Cumberland sausages,$5.00
garlic  1 crushed  1 thinly sliced,$0.85
Mexican lager,$14.99
salsa,$1.89
tomatillos,$2.99
1l beef or chicken stock,$2.29
semolina  polenta or Mexican masa flour,$4.39
garlic baguette  170g ,$3.99
cod loins,$7.99
spoonfuls each curtido and tomatillo salsa  to,$3.99
mugful mixed dried fruit,$4.12
pack toasted flaked almonds or roasted hazelnuts  chopped  see tip  below ,$2.49
jacket potatoes parsley and soured cream,$1.99
shaohsing rice wine,$3.19
fresh mixed herbs,$0.55
yellow bean or miso paste,$6.49
rock sugar,$10.49
pickled mooli,$4.49
perilla leaves,$2.29
ginger and lemongrass cordial,$2.69
Thai basil and coriander,$2.59
lemon sherbets,$4.89
party straws,$0.99
vegan sausages,$5.99
x 200 gram can baked beans,$1.99
maraschino cherries and cocktail umbrellas to garnish,$1.99
baby heritage carrots,$1.79
French Breakfast radishes,$2.49
cocktail onions,$1.59
button onions,$1.79
pitted green olives,$2.69
lime pickle,$1.99
mint leaves  naan bread and rice,$2.99
squid ink,$12.49
runner beans beans,$2.49
thick Greek yogurt,$3.69
pizza bases,$7.99
mozzarella cherries,$2.29
rice vermicelli noodles,$3.89
rice paper wraps,$4.50
king prawns,$7.29
red cherry tomatoes,$4.99
yellow cherry tomatoes,$4.99
salmon fillets chicken breasts,$2.99 / per lb
can borlotti or fava beans,$1.29
Little lettuces,$2.39
sprinkling of dried chilli flakes parsley,$2.49
cinnamon and allspice,$3.99
pack of three peppers,$4.99
strawberries and mango,$2.99
frankfurter,$6.49
mayo,$3.89
kimchi,$7.39
chilli jam,$4.29
tarragon sprigs  leaves picked,$4.99
nori sheet,$4.29
smoked cheddar mustard,$2.19
smal pack coriander,$2.99
pork spare ribs,$3.99 / per lb
XO sauce,$2.59
crabmeat mix,$6.99
toor lentils,$2.59
Kashmiri chillies,$2.59
rice lime wedges and chutney,$3.59
tart apple,$3.89
sambal oelek,$2.79
feta yogurt,$4.79
wholemeal pittas,$3.99
dry fino sherry,$2.79
large cooked  peeled prawns,$8.29
lemon curd  plus extra to drizzle,$55.99
chickpeas giant chickpeas,$1.99
amchoor powder,$11.59
ghee or vegetable oil,$3.19
ground garam masala,$5.79
raw cashews,$5.99
Drained liquid chickpeas,$1.19
pack Indian spiced lentils,$2.99
a little smoked paprika,$3.99
chunky peanut butter,$2.49
00 pasta flour,$9.79
tarragon  leaves picked  finely chopped,$2.29
organic strong white flour,$3.89
young marrow,$12.99
rosemary sprig,$3.79
ice  cubes and crushed,$5.99
black or white rice,$8.79
sachet of squid ink,$12.49
tarragon  leaves picked,$4.99
wholemeal pitta,$2.39
baby fennel bulb,$8.49
tabbouleh,$12.29
slices of toasted rye bread,$3.19
dried spinach pasta,$0.99
low fat soft cheese,$5.39
chicken thigh fillets  cut into cubes,$1.69 / per lb
spaghetti or other pasta,$1.39
tortilla bowls,$3.19
cooked wholegrain basmati rice,$3.29
vegetarian feta  mashed,$0.99
pitta breads and salad,$2.29
coconut milk powder,$23.99
tamarind pulp water,$1.29
fresh drumstick leaves,$19.79 - $24.99
wilted greens and lightly fried red onion,$1.59
elbow macaroni,$0.95
splash of malt  cider or red wine vinegar,$1.99
Mauritian curry powder,$6.29
basmati rice cucumber,$3.29
can palm nut concentrate,$4.39
scotch bonnet peppers,$3.09
okra fingers,$2.39
white rice balls,$1.99
torch ginger flower finely chopped,$6.59
Vietnamese mint,$10.79
tamarind concentrate,$2.39
venison mince,$12.39 - $44.99
green cardamom,$5.69
ginger and garlic paste,$4.79
tonic,$3.99
whole cardamom pods,$2.99
fresh or dried rose petals  plenty of ice,$14.99
tonic syrup,$5.99
maple syrup or agave syrup,$6.89
white long grain rice  rinsed until the water runs clear,$1.99
Scotch bonnet chillies,$2.79 - $5.69
pork belly joint  scored across,$24.99
wholemeal fusilli,$2.19
wholemeal penne,$3.89
wholemeal linguine,$2.19
cocoa powder coffee beans,$9.99
firm plums,$13.29
Braeburn apples,$9.79
fresh gnocchi,$4.79
sachet fajita spice mix,$1.19
pack grilled artichokes,$6.99
liquor,$29.99
aubergine pickle,$4.49
herbs herbs,$20.00
lemon wedges  snipped chives and roasted potatoes and tomatoes,$2.39
pack basil,$3.99
large cherry tomatoes,$4.99
large cherry tomatoes  quartered  80g ,$4.99
black food colouring  optional ,$3.79
liquorice and strawberry laces and other sweets,$2.99
icing eyes  see tip  below ,$4.99
chardonnay vinegar,$2.49
brown sugar syrup,$3.99
mince lamb or beef,$10.59
can lentils  or white beans,$0.69
almonds toasted,$3.99
nutmeg or cinnamon,$2.89
baguette slices,$4.49
Beef  veal bones and or chicken,$2.99
can pinto beans,$0.59
porcini,$2.39
live yogurt,$1.39
large courgettes  diced  400g ,$1.12
wholewheat lasagne sheets,$2.19
carrots  320g ,$1.79
butter shortcrust pastry,$4.99
toppings of your choice,$15.99
rye sourdough bread,$3.99
White sugar,$2.29
cola to top up  chilled  optional ,$14.69
quince,$9.99
vanilla bean,$5.49
mace nutmeg,$5.39
sourdough breadcrumbs,$1.59
grated pecorino,$9.99
and chopped swede,$4.29 / per lb
chard  remove stalks,$3.29
bunch of parsley  chervil or any fresh green herb,$2.99
Italian pork sausages,$3.89
olive oil  for the potatoes,$2.29
soured cream and ketchup,$3.49
red or black food colouring,$4.39
red or black food glitter  optional ,$10.99
mini breadsticks and pitta chips,$1.99
passata pasta sauce,$2.59
rosso vermouth,$2.79
syrup maraschino cherries,$1.99
grated red leicester,$2.99
grated smoked cheese,$3.99
cinnamon raisin bagel bread,$3.59
sesame snap,$10.19
crusty dark rye bread,$3.99
onion flakes,$3.19
sunflower or pumpkin seeds,$5.49
malt extract,$6.59
venison loin,$16.79
jacket potatoes,$14.99
red chilli  sliced  optional ,$12.59
custard  cream or ice cream,$7.69
chocolate spread,$3.99
pineapple rings in juice,$0.99
shortcrust pastry sheets,$4.99
red IPA,$9.99
honeycomb  broken into shards  optional ,$7.79
smoked haddock  skinned and trimmed  reserve these   flesh diced into large chunks,$1.29
vegetable bouillon powder or 1 vegetable stock cube,$2.59
pack ready salted crisps,$3.79
spinach  peas or watercress,$0.99
parsley almonds,$2.39
white bread or brioche,$6.49
2kg braising steak,$129.99
rice and coriander,$2.69
chives parsley,$1.69
Shaoxing wine,$2.79
garlic and ginger paste,$1.59
mixed Asian greens,$29.99
sea bass sea bass,$47.99
rapeseed oil oil,$2.19
pistachio kernels,$11.39
cannoli moulds,$6.99
vegan white wine vinegar,$3.99
milled linseed,$9.19
skinless hazelnuts  roasted and roughly chopped,$2.99 / per lb
soya cream,$3.59
unscented coconut oil,$17.99
vegan red wine vinegar,$4.99
block shortcrust pastry,$4.99
paprika roasties,$4.19
spoonfuls coriander seed cabbage,$1.79
leftover raw veggies   such as red cabbage and carrots   shredded,$1.59
French baguette,$3.99
cooked tempeh,$4.29
Brussels,$3.19
large aubergines  halved  cut side scored,$12.99 - $159.99
vegan crackers,$3.99
veg crisps,$3.79
pack tempeh,$4.29
spring roll wrappers,$4.49
Thai basil  leaves picked  optional ,$1.49
pittas,$5.89
lemon wedges and coriander leaves,$2.79
milk milk,$4.49
few mini white chocolate buttons,$3.99
lemon vodka,$6.99
orange zest lime,$6.99
Chinese five spice,$3.29
cocktail sausages wrapped in bacon,$9.99
bag shredded kale,$1.79
generous pinch of ground aniseed or allspice,$2.99
cold marzipan,$5.89
salted caramel spread,$4.29
redcurrants and mint leaves,$22.99
easy bake yeast,$5.79
cutter,$3.99
chocolate buttons or small sweets  optional ,$125.99 - $160.19
ketchup brown sauce sauce,$3.99
vegetarian cheddar,$4.99
gherkins onions,$2.19
pack parsley  leaves picked,$6.89
2kg floury potatoes,$3.49
goose fat or butter,$3.89
turkey giblets,$0.59
dark rye flour or wholemeal flour,$3.99
curly lettuce,$2.39
x raclette grill machine,$100.99
decoration,$10.39
13 leaves of gelatine,$2.19
white fondant,$5.39
black teabag,$2.39
rice  naan and mango chutney,$10.79
yellow sugar paste,$3.29
red  green and blue,$51.33 - $161.45
rice and fresh Thai basil leaves,$2.59
basil or oregano leaves,$2.89
spinach leaves potatoes,$5.99
fresh basil or oregano leaves,$2.89
unwaxed orange or tangerine,$2.59
ice lolly mould,$34.00
small wooden spoons or ice lolly sticks,$4.99
whole allspice,$3.99
mace blade,$19.99
clementine  zest finely peeled with a vegetable peeler,$8.99
fresh oysters  3 oysters each ,$1.89
ice salt,$6.99
apple flesh,$16.99
green salad or cabbage,$1.79
brown breadcrumbs,$1.59
cardamom from 8 cardamom pods,$12.99
rye breadcrumbs,$1.99
squeeze of lemon,$3.19
aquavit,$14.99
tarragon or chervil,$4.99
fresh coconut flesh,$1.59
7g fast action dried yeast,$25.99
soured cream  smoked trout  dill and salmon roe,$1.99
normal oats,$2.79
pumpkin seeds  toasted  optional   to serve,$11.79
duck livers,$12.99
1kg fatty pork mince,$4.29 / per lb
salted peanuts  roughly chopped coriander and lime wedges,$2.49
1kg roots carrots,$1.79
pack snacking nuts or seeds,$3.79
fresh truffle shavings  available from Waitrose   to serve  optional ,$19.99 - $39.99
edamame or peas  cooked and cooled,$0.99
Boursin cheese,$4.49
frozen roast potatoes,$2.39
nutmeg cloves,$2.89
stem ginger in syrup  drained and chopped,$1.99
molasses sugar,$2.29
black fondant icing or sugar paste,$2.39
white fondant icing or sugar paste,$5.39
orange sugar,$1.19
red colouring and dust,$24.99
raisins and sultanas,$3.89
pecans and pistachios,$14.99
red jelly shoe lace,$6.49
black food writing pen,$2.69
cocktail blinis,$23.99
tub cress,$5.99
pickled onions,$2.19
white meringues and jelly sweets,$1.79
silver balls and white sprinkles,$2.99
snowflake cookie cutter,$10.00
1l Kilner jar,$10.99
mini Oreos,$2.49
vanilla extract cocoa and a pinch each of powdered ginger and cinnamon,$17.99
toasted buckwheat  dehydrated pear and rosemary,$1.39
fregola,$13.49
chicory head,$129.99
mandarin,$2.29
rye crackers  like Ryvita   whizzed to a crumb  or dried breadcrumbs,$3.69
beef joint,$7.99
Bovril,$18.39
Atlantic prawns,$19.99
kale kale,$2.99
