macadamia nuts,$10.99
frozen soya beans or peas,$1.99
tub hummus  reserve 2 tablespoon for the dressing ,$3.49
tangerine segments,$1.89
kiwi fruit chunks,$2.29
green grapes,$4.99
larger or 4 smaller whole fish,$8.89
dried vermicelli rice noodle,$2.99
soy sauce oil,$3.99
fresh clams,$1.79
pack samphire,$129.99
x 18g sachets miso soup paste,$5.29
jar of pesto canned tuna  shredded ham,$3.19
flatbreads breads,$2.99
olive ciabatta,$2.99
chilli flakes or hot paprika,$3.19
pack shortcrust pastry  or make your own   see tip  below left,$7.65
undyed sustainably sourced smoked haddock,$9.99
cooked sustainably fished large prawns,$8.29
sharp cheddar cheese,$2.29
tahini,$6.99
salad items cucumber and shallot,$0.59
baby beetroot,$2.29
chicken stock saffron threads,$1.89
dry white wine water,$57.99
pitted black kalamata olives,$1.29
can black beans beans,$1.49
leftover Bolognese  see Bolognese recipe below  right ,$9.92
ginger finely grated  the rest sliced,$3.79
caramel wafer,$3.99
tub pineapple,$6.99
coconut liqueur,$3.49
ginger nut biscuits  crumbled,$5.39
coconut ice cream,$2.89
coconut coconut,$7.99
milk chocolate buttons,$0.99
popping candy,$2.99
chocolate cigarillos,$5.89
beef mince cube,$0.85
spaghetti basil leaves and grated Parmesan  to serve,$2.49
soba noodles,$2.39
blocks paneer,$54.95
griddled courgettes,$39.99
cucumber raita,$0.59
dill yogurt sauce,$3.14
romaine heart lettuce leaves lettuce,$2.49
sriracha chilli sauce,$2.89
baby beets,$1.39
fish fingers,$6.99
squeeze of clear honey,$7.39
large cooked peeled tiger prawns,$7.89
venison sausages,$1.29
French trimmed rack of lamb,$21.99
leaf parsley,$1.29
green peppercorns in brine  rinsed and chopped,$1.69
jerk spice mix,$3.99
can sweetcorn in water,$0.99
coloured peppers,$10.99
warmed tortillas  chopped coriander  soured cream or yogurt,$1.59
Serrano ham,$4.49 / per lb
Hobnob biscuits  finely crushed,$2.29
arrowroot powder,$1.69
blue brie,$89.99 - $99.99
single cream vanilla ice cream,$3.19
ripe plums,$12.99
red potatoes,$3.99
mango chutney  to serve  optional ,$2.29
stem ginger balls,$13.49
jasmine rice and Asian greens,$2.99
pomegranate pomegranate seeds,$2.99
preserved lemons  middles scooped out and discarded  skins finely sliced,$2.99
custard or clotted cream,$6.19
ripe sloes,$12.99
2kg damsons,
puy lentils  drained and rinsed,$1.69
elderberries,$16.99
blackberries apples,$1.39
pared strips of lime zest,$19.99
noodles,$0.85
packs pancetta pieces,$3.29
mixed black and green olives,$5.19
egg noodles or rice,$2.59
bag leafy butterhead salad,$1.99
handcut thick slices wholemeal bread,$1.09
blackberry jam,$3.49
fusilli bucati,$1.79
pack feta,$2.79
feta,$4.29
lemon marmalade,$2.99
baby corn,$1.39
Bramley apple apples   peeled  cored and sliced to 1 cm thick,$8.99
ajwain seeds,$5.59
rice flour,$8.59
garam flour,$5.79
plain yogurt  whisked until smooth,$3.99
black or white sesame seeds,$3.19
yuzu juice,$2.99
cherries berries,$9.99
coriander leaves and stalks,$4.49
sugar syrup,$1.39
toasted coconut shavings,$2.99
Saffron yogurt,$5.29
chicken or lamb stock,$1.89
asparagus spears broccoli,$3.39
rind 1 lemon,$1.99
few good pinches of flaky sea salt,$14.99
Pernod,$16.69
grey mullet fillets,$6.99
gurnard fillets,$6.99
malted milk drink powder,$4.29
chinese leaf cabbage,$1.79
red chilli  thinly sliced  optional ,$0.89
polenta or coarse semolina  plus 1 teaspoon,$2.99
banana shallot or small red onion,$0.99
basil parsley sprigs,$3.99
zest 2 oranges  juice of 1,$1.79
raw cacao powder,$3.29
cacao powder,$3.29
mango cheek,$5.99
green chillies  1 halved and deseeded  the other sliced,$0.99
lime pickle and mango chutney,$2.39
fennel salami,$10.99
spaghetti pasta,$0.85
mild cheese,$4.39
espresso powder,$3.79
limes lime,$4.19
mint extract,$2.49
1kg pork belly,$4.29 / per lb
green papaya,$3.99
grated palm sugar or soft light brown sugar,$2.29
Sauternes,$26.49
brioche or bread,$3.99
seasonal vegetables,$2.29
tangy cheese,$3.99
sharp eating apples,$19.99
chicken livers  trimmed  see tip  below left,$2.99 / per lb
blackberries berries,$10.69
golden caster sugar  plus extra if needed,$5.69
seasonal greens,$1.99
1kg rosehips,$19.79
crab apples apples,$15.69
sausagemeat 8 sausages  squeezed from their skins,$6.99 - $8.99
jar,$5.99
cannellini or haricot beans,$0.99
1l hot chicken or vegetable stock,$2.39
frozen red chillies,$7.39
frozen lamb mince,$1.79
flour wraps,$2.69
396g pack firm tofu,$2.49
salad cheese or feta,$6.99
beef stock cube stock,$3.99
rice potato,$3.69
dried breadcrumbs,$0.99
basil  leaves picked,$3.99
1kg small floury potatoes,$0.99
fine semolina flour,$3.29
red chillies  1 finely chopped  the other thinly sliced,$3.49
unsalted peanuts,$2.19
split peas lentils,$0.99
white fish fillets cod,$5.29
crispy onions,$1.39
naan,$2.99
dark brown or muscovado sugar,$1.79
cornmeal polenta,$2.99
sweetcorn  from a can  drained  or,$0.99
cannelloni tubes  dried not fresh ,$3.49
roasted cherry tomatoes and mushrooms,$3.19
pesto or chutney,$2.39
gravadlax,$12.79
red chillies  sliced  optional ,$16.69
picked lemon thyme leaves,$0.85
fresh truffle  grated  optional ,$2.59 - $5.99
Romanesco,$19.95
agave nectar or clear honey,$6.39
lean fillet steak,$6.99 / per lb
Claxton blue cheese,$3.99
dried chillies,$1.59
pack dried udon or other wheat noodles,$1.69
packs baby pak choi or other Asian greens  trimmed and separated,$7.99
Shaohsing wine,$2.29
whole peppercorns,$2.49
gravy,$1.89
halibut fillets,$6.99
cavolo nero  kale or spinach,$2.49
1kg baking potatoes,$1.29
skinless smoked haddock,$6.99
1kg clams,$1.79
cooking chorizo sausages  removed from their skins,$14.99
pork or chicken stock cube,$1.89
red and 2 green peppers,$7.49
x 400 gram cans borlotti beans,$0.99
tub fromage frais,$3.99
lobster,$1.79
hot dog buns,$2.39
potato crisps,$1.89
fine semolina or semolina flour,$8.99
Baby Gem lettuce leaves,$3.29
Korean chilli sauce,$3.99
overripe banana,$1.29
coconut shavings,$2.69
edible gold spray,$7.99
conference pears,$26.99
cold unsalted butter,$3.79
smooth peanut butter,$1.29
salted pretzels,$3.29
tuna steak in spring water,$1.49
chipotle chilli paste,$0.45
pack salmon trout,$1.69
white wine vinegar or rice vinegar,$1.99
lean pork fillet,$4.49 / per lb
pork tenderloin,$3.99 / per lb
spring onions  ends trimmed  cut into long diagonal slices,$40.00
Chinese white rice vinegar or cider vinegar,$3.59
celeriac  peeled and chopped  as for cooking potatoes,$3.09
green veg,$1.49
chopped tarragon or thyme leaves,$2.79
peanut butter sugar,$2.59
small red cabbage,$1.39
chunky chopped kale  or kale leaves,$2.99
beetroots,$19.00
cake pop sticks,$1.79
food colouring of your choice,$27.99
bar dark or milk chocolate,$2.99
chocolate hundreds and thousands,$5.89
coloured writing icing,$1.99
cake pops,$5.99
pink and brown food colouring pastes,$3.19
pink and gold edible glitter  optional ,$7.99
icing sugar  plus extra for rolling out,$12.99
purple or grey food colouring paste,$3.19
tubes Smarties,$2.89
Mars Bar,$12.59
cocktail stick,$17.99
red food colouring paste,$3.19
mini marshmallows  12 snipped in half  for the eyes ,$1.89
black piping icing,$1.99
whole squash,$1.29
chicory leaves,$5.99
pumpkin pumpkin,$8.00
pork stock,$5.49
wild mushrooms,$17.79
balls stem ginger,$24.19
wild rabbits,$13.99
black pitted olives,$3.59
pitted prunes,$3.99
pine nuts almonds,$3.69
pomegranate molasses or lemon juice,$2.09
Maris potatoes,$12.29
pork shoulder steaks,$2.79 / per lb
pickled red cabbage,$1.39
butternut squash squash,$2.69
frozen chopped onions,$0.89
pack frozen mixed cooked seafood,$9.39
chicken mini fillets,$2.99 / per lb
tagine spice paste,$2.59
chargrilled vegetables peppers tomatoes,$0.45
wild rabbit,$17.99
heaped tablespoon capers in vinegar  drained,$1.39
jar chargrilled artichokes,$6.99
chicken soup,$1.69
grains,$0.99
crispy bacon,$5.99
a good pinch ground cloves,$4.59
beef brisket,$9.49 / per lb
cornmeal,$1.69
black vodka,$2.09
orange bitters,$7.99
black sanding sugar,$1.99
ginger nut biscuits,$1.39
white pepper,$3.69
glass noodles,$2.99
couscous  pitta bread,$3.99
pickling onions,$2.19
dry red wine,$1.79
Kalamata,$2.59
Greek clear honey,$3.29
Horseradish mash,$1.79
horseradish horseradish,$2.69
thyme sprigs  plus extra leaves to garnish,$2.79
chicken stock powder,$1.39
dry chillies,$13.06
baby shallots,$6.99
apples plums,$1.39
natural yogurt  ice cream,$4.49
bag salad,$3.99
duck fat,$52.99
pancetta pancetta,
sprinkles and edible glitter,$1.99
brandy dark rum or orange juice,$3.59
stem ginger  finely grated  plus 2 tablespoon of the syrup,$1.89
white pearl sprinkles,$3.99
white marshmallows,$1.89
icing pens,$1.99
giant chocolate button,$11.99
chocolate chocolate,$4.79
Horlicks powder,$14.99
cookie,$1.59
strawberries laces,$3.99
ribbon and gift tag,$3.00
shelled pistachios,$11.69
couscous rice,$7.29
x tomatoes,$2.69
Thai sweet chilli dipping sauce,$3.99
sweets  to decorate,$17.49
12cm foam cone,$14.99 - $29.99
green paint,$0.99 - $3.99
chestnuts chestnuts,$2.39
3kg King Edward potatoes,$14.29
x packs meaty Cumberland sausages,$2.99 / per lb
orange shred marmalade,$0.89
meaty chipolatas sausages,$5.79
bag banana shallots,$1.49
peppermint candy canes,$29.95
edible sprinkles,$2.49
ovenproof lolly sticks,$4.99
pack chestnuts,$0.95
pack blue Shropshire cheese,$3.99
medium sprouts,$16.99
1kg ham hocks,$4.49 / per lb
crayfish tails,$25.99
selection of breads and crispbreads,$2.99
1l vegetable or chicken stock,$1.89
Avruga caviar,$11.99
sweet red vermouth,$2.29
leftover ham,$21.49
good drizzle of clear honey,$13.39
orange syrup,$1.89
leftover Christmas pudding,$16.89
brandy or orange liquer,$7.99
sage leaves leaves,$12.99
dried apricots and prunes  roughly chopped,$2.59
advocaat,$9.99
Babycham  to top up the glass,$22.49
Brummie bacon cakes,$24.99
coconut butter,$2.99
Williams pears,$12.99
black olive tapenade,$0.79
pitted black olive,$1.59
rectangular fruitcakes,$15.69
chicory heads,$278.99
x 300 gram packs freshly prepared mango pieces,$2.29
a few sprigs of salad cress,$5.99
salt and black pepper,$3.99
bag of crushed ice,$2.19
kg pork shoulder steaks,$2.79 / per lb
Thai red chillies,$3.99
Thai chilli,$2.49
x 100 gram bags baby leaf spinach,$1.39
assorted food colourings,$3.48
tangy eating apples,$2.99
green and red food colouring,$3.19
edible red glitter,$1.99
ruby port,$26.95
orange and lemon,$28.00
lemonade  for topping up,$3.39
golden sultanas,$1.99
gold card,$16.89
partridge,$16.39
scrumpy cider,$1.99
Sherry or red wine vinegar,$2.29
brown and black food colouring,$3.19
sweets and sprinkles orange jelly beans,$3.99
edible white or silver glitter,$3.99
gingerbread man cutter,$38.50
gingerbread lady cutter,$16.99
small piping nozzle,$17.99
black Earl Grey tea,$6.29
arrowroot,$2.29
fruitcake,$15.69
can pear halves,$1.89
smoked salmon trimmings,$7.89 - $25.49
melba toast  crackers or toasted rye bread,$2.19
boneless pork belly,$2.79 / per lb
green chillies  seeds left in  roughly chopped,$0.94
limes leaves,$2.99
candlenuts nuts,$14.99
1kg raw  shelled king prawns,$3.69
dried red chillies,$3.19
candlenuts,
pandan leaves,$0.85
pork skin,$2.29
packs paneer,$4.29
1kg Maris Piper potato  cut into large  even pieces,$2.19
rolls,$3.79
pack sugar snap peas,$3.89
vermicelli rice noodles,$2.99
green veg broccoli cabbage,$3.59
hot chilli powder  to taste,$3.49
ripe but firm avocados,$5.99
spray oil,$1.69
smoked butter,$0.99
tikka curry paste,$3.59
turkey stock,$4.99
pork chipolatas,$3.99 / per lb
grated zest and juice 2 clementines,$12.19
Piper potatoes,$1.39
Cantenay carrots,$1.89
amaretti biscuits  roughly crumbled,$1.39
leg of gammon,$32.95
pared zest 1 orange,$2.35
pared orange zest,$5.89
x 500 gram packs mixed dried fruit and peel,$4.39
gold string,$2.00
Brussels sprouts  half finely sliced  the rest halved through the stalk,$0.95
bay leaves  scrunched up,$3.49 - $6.29
pappardelle,$0.85
chocolate shavings  optional ,$1.99 - $3.79
parsley  leaves picked,$5.79
rocket leaf,$4.99
mixed nuts such as walnuts  peacans  hazelnuts and Brazil nuts,$5.99
pack pancetta,$3.29
dried Mexican chillies,$1.59
chuck,$6.99 / per lb
monkfish,$12.89
frozen baby broad beans,$0.85
cos lettuces,$2.49
x 154g Oreo biscuits,$2.99
gelatine sheets,$2.29
ginger syrup from the jar  see below   plus extra to drizzle,$2.19
stem ginger in syrup  roughly chopped,$1.89
peppermint extract  depending on its strength ,$19.39
star cutter,$13.00
lollipops,$3.99
white hundreds and thousands,$13.49
limoncello,$3.69
Aperol,$13.29
lemons skewers,$1.99
mint essence,$5.99
Malibu rum,$4.49
limes skewers,$1.99
milk powder,$3.19
cornflour rice wine,$3.19
sriracha or other chilli sauce,$2.89
kecap manis  Indonesian sweet soy sauce,$1.99
artichokes,$2.09
cherry peppers,$4.19
Dime,$22.99
radishes radishes,$4.99
taramasalata,$36.49
lemons peel,$3.29
morels mushrooms,$1.79
log cheese,$4.99
Cal cooking spray,$3.89
pickled chillies,$1.49
rice milk,$3.59
brown miso paste,$6.49
pink Himalayan salt,$5.99
dried quinoa,$1.49
rice syrup,$2.99
Himalayan pink salt,$5.99
turmeric root turmeric,$13.99
brown rice vinegar,$1.99
turmeric turmeric,$13.99
coconut milk yogurt coconut milk,$5.49
cashew butter,$6.59
wholewheat baps,$4.29
pot raisins  nuts  goji berries and seeds,$6.99
chopped rashers smoked streaky bacon,$1.99 / per lb
pork skin pork,$4.29 / per lb
pack paneer,$4.29
basmati rice or naan breads,$5.99
raita chutney,$5.99
warm toasted pitta bread garlic,$2.49
fusilli,$1.79
red or white onion  or 4 spring onions,$1.99
mixed vegetables carrots,$0.99
dried egg noodles,$1.99
cooked potatoes,$3.29
leftover cooked potatoes,$1.69
pack of dried apple crisps,$3.49
tacos rice,$7.89
leeks  trimmed  washed and sliced,$1.19
x beans,$199.99
pack xylitol,$2.39
cream crackers,$3.39
fresh nutmeg,$0.85
mozzarella cheese curd  torn or cut into small chunks,$4.39
onion marmalade,$2.99
brioche burger buns,$2.39
tea,$5.69
dried haricot beans,$1.79
smoked gammon steak,$16.99 / per lb
pack lamb merguez sausages,$3.99
coconut flakes,$1.69
leftover roast,$7.99
light brown muscovado sugar,$2.29
reblochon cheese  or vegetarian alternative  such as ripe brie   sliced,$2.29
folded rice noodles,$3.19
serrano ham ham,$1.99 / per lb
fresh coconut,$4.89
egg lasagne,$1.99
set honey,$49.99 - $69.99
blocks paneer  cut into 3cm pieces,$14.99
basmati rice  to serve  optional ,$1.49
cashew nut butter,$6.59
tortilla wraps or large flatbreads,$3.49
toasted desiccated coconut,$3.19
tub reduced fat mascarpone,$2.99
cooked rice and black beans,$1.49
tikka masala curry paste,$3.59
pineapple chunks in unsweetened juice,$1.29
edamame soya beans,$0.59
cauliflower and broccoli florets,$2.79
halloumi,$17.79
beef or chicken stock cube,$2.59
kale cabbage,$1.79
Romaine lettuce,$2.69
punnet salad cress,$3.49
selection of food colouring pastes,$3.49
cake dowels,$2.99
white pearlescent balls or silver balls,$9.49
For the sauce 50 butter,$3.19
bacon stock,$0.99
black pudding,$4.29
nutmeg cinnamon,$4.69
dried puy lentils,$3.99
rashers crispy bacon,$4.59
raspberry liqueur,$1.89
ox cheek,$17.99
Shaoxing rice wine,$3.19
shredded spring onion,$2.29
prosciutto ham,$4.99
lean beef steak,$1.99
Chinese black vinegar or cider vinegar,$3.59
woody herbs,$13.49
blood oranges,$5.99
spelt,$3.99
leaf salad or wilted spinach,$2.99
light rapeseed oil,$10.39
8g sachet pectin,$4.99
freekeh,
skinless hake fillets,$14.49
x 140 gram skinless hake fillets,$9.99
Quick garlic mayonnaise,$4.19
red or pink food colouring,$3.19
salt flakes salt,$1.49
skinless hake fillet,$10.99
pork dripping,$1.99
paste,$0.45
potato wedges,$6.59
Grana Padano shavings,$1.99
brown rice miso paste,$6.49
skinny fries,$2.79
frozen seafood selection,$6.99
fat,$9.99
pork bacon pork,$1.89
rosemary stalks  leaves picked and chopped,$14.49
can haricot or cannellini beans,$0.99
dried black beans beans black beans beans,$1.49
rashers rindless smoked streaky bacon,$3.99
Mexican chilli powder,$3.24
corn chips,$3.99
skirt steak beef,$7.99 / per lb
firm ripe avocados,$1.49
dried wholewheat noodles,$1.79
frozen shelled edamame beans,$1.99
Yuzu juice,$2.99
miso glaze or white miso paste,$6.49
Yuzu juice or lime juice,$0.99
wheat beer,$13.00
cooked peeled large prawns,$7.89
Spanish smoked paprika,$3.39
rice almonds,$4.29
red and green food colouring gels,$3.19
coffee powder,$3.09
dried rice noodles,$0.99
chicken stock cube chicken stock,$2.59
handfuls of a mixed pack of sweetcorn  peas  broccoli and carrots  or pick your favourites,$14.99
gram medium vine tomatoes tomatoes,$0.79
piquillo pimiento peppers peppers,$4.19
organic peanut butter,$3.99
mini bagels,$3.59
salt beef beef,$2.89
punnet of cress  snipped,$13.68
brioche loaf,$2.99
banana chips  to decorate  optional ,$14.29
lightly salted butter,$3.79
overripe bananas,$6.19
yellow food colouring,$3.19
large mooli  daikon radish   2 courgettes or 3 carrots,$1.59
black onion seeds,$2.29
coffee espresso powder,$5.99
x 90 gram packs mini chocolate eggs,$10.99
chocolate cocoa solids,$2.19
bar white Belgian chocolate,$2.99
dark chocolate digestives,$4.79
crunchy cashew nut butter butter,$1.49
pasta tubes,$2.69
butter beans beans,$5.98
olive oil  plus 4 tablespoon for the potatoes,$2.99
1kg Cypriot potatoes,$3.19
olives olives,$4.59
duck eggs eggs,$18.95
blanched almonds,$4.29
juice 2 lemons  plus extra to taste,$2.09
pack filo pastry sheets,$4.89
milk chocolate chips,$1.69
chocolate cake decorations,$4.99
rice paper wafer daisies,$24.79
mini teracotta pots,$2.99 - $33.99
pink food colouring gel,$3.19
kitchen thermometer that can read low temperatures,$9.99
tangy apple,$0.99
cayenne pepper or hot smoked paprika,$2.39
chilli oil,$4.19
dried udon noodles,$1.19
shiitake mushrooms,$9.99
cooked and peeled North Atlantic prawns or shrimps,$7.89
2kg lamb leg  skin scored  see tip ,$1.59
dried cranberries or currants,$2.19
sea salt or rock salt,$2.79
dulce de leche or caramel sauce,$2.89
ramen noodles,$0.25
bamboo shoots from a can  drained  chopped and rice vinegar,$1.89
pickled chilli and shallots,$0.99
rice noodle rice,$3.19
fresh beansprouts,$1.29
glass vermicelli noodles,$2.99
Japanese rice,$3.19
shichimi togarashi chilli powder,$4.29
haddock loin,$16.99 / per lb
lamb stock cubes,$30.99
quark cheese,$1.99
green tea teabags,$3.99
amaranth,$3.69
baby potatoes,$3.99
pack marinated tofu pieces,$4.29
pork chops  fat trimmed,$4.29 / per lb
can butter beans or chickpeas,$1.29
pack smoked mackerel  flaked,$1.89
Cajun spice,$2.69
Peppadew peppers,$2.19
beetroot  not in vinegar ,$1.99
ground almonds  plus extra if needed,$14.99
rosemary sprigs  leaves picked,$14.49
organic dark rye flour,$4.19
soya milk,$2.59
ripe avocado flesh,$9.99
stem ginger from a jar  drained and chopped,$4.99
loin venison steaks,$12.39 - $44.99
ginger cordial,$5.39
young nettle leaves,$10.99
wild garlic leaves,$3.69
semolina flour,$1.69
wild garlic butter,$5.29
wild pesto,$5.99
garlic leaves or young nettles,$4.79
zest,$5.89
cooked chicken,$6.99
nacho cheese tortilla chips,$1.99
nests egg noodles,$1.99
rice and salad  or new potatoes and vegetables,$0.99
parsley mint,$0.85
finely grated zest and juice 2 lemons,$1.99
mint or parsley,$2.69
nigella onion seeds,$2.69
yellow split peas,$0.99
boiled rice breads,$3.19
spicy chorizo sausage,$3.99
baby Charlotte potatoes,$1.39
tagine paste,$19.89
x tomato olives,$3.59
garlic  1 finely chopped  the other finely grated,$1.29
pouch cooked wholegrain pilau rice,$1.49
fresh skinless pollock fillets,$7.99
frozen pollock fillets,$4.99
salad or new potatoes and green beans,$0.99
pack frozen pollock fillets,$14.49
pollock fillets  about 200g   thawed if frozen  and cut into chunks,$14.49
raw shelled king prawns,$7.69
packs filo pastry,$4.89
black sesame seed,$2.69
sumac or paprika,$1.29
choose your favourites peppers,$7.56
stem ginger  chopped  not too finely   plus thin slices  to decorate  optional ,$0.85
rich tea biscuits,$3.29
chocolate mini eggs,$3.19
blackcurrant jam,$3.59
pack cooked beetroot,$3.89
vegetable sticks,$2.49
black sesame or nigella seeds,$3.99
peppermint tea bags,$2.49
chocolate flake bars,$2.49
chocolate bars,$3.99
blue fondant icing,$3.49
dark blue fondant icing,$3.49
black fondant icing,$1.99
sweets beans,$0.89
raspberry lemonade,$2.49
packs dill,$2.79
podded and skinned broad beans,$0.89
can of caramel or dulce de leche,$2.69
buttered toast,$2.99
396g pack firm tofu  drained and pressed,$3.99
dry pitted black olives,$1.29
garlic leaves  optional ,$4.99
Brazil nuts,$9.39
Romano peppers,$2.69
yogurt cream,$1.29
chicken thighs fillets,$3.99 / per lb
brioche,$2.89
vegetarian hard cheese,$3.49
vegetarian Taleggio,$3.99
punnet cress,$13.37
black rice,$4.99
packs mint,$3.00
packs parsley,$3.99
pink peppercorns,$1.99
shortbread,$4.39
Campari,$2.79
edible flowers,$8.99
jasmine tea,$5.99
orange blossom honey,$3.79
juice grapefruit,$3.99
hibiscus flowers,$4.79
hazelnut liqueur,$3.59
pear juice,$2.19
cognac,$34.99
madeira wine,$39.99
edible gold glitter,$3.99
toasted walnuts,$2.99
fine semolina,$5.49
can cannellini or haricot beans,$0.99
small green chillies,$39.99 - $49.99
pot coconut yogurt,$1.69
medjool date  stoned,$6.99
wholewheat flour,$3.89
buckwheat,$3.69
sultanas oil,$2.59
baby kale,$2.59
organic apple cider vinegar,$2.99
carton chickpeas,$0.89
broccoli spears,$3.59
seeded buns,$2.89
large avocado,$1.49
bag salad leaves,$2.49
small ripe avocados  halved  stoned  peeled and chopped,$7.59
onion chutney or chilli jam,$1.89
sweet potato wedges,$2.99
miso paste or miso glaze,$6.49
large cooked beetroot  finely chopped,$7.89
wilted spring greens,$4.99
iceberg lettuces,$1.29
plum sauce,$5.99
quinoa mix,$4.99
spring onions  ends trimmed  roughly chopped,$4.29 / per lb
peanut oil,$11.99
shortbread biscuits  crushed  optional ,$2.99
rolled oat,$5.29
white caster sugar or vanilla sugar,$1.79
romano pepper,$2.69
fino sherry,$2.29
pine nuts or almonds,$3.69
raw honey,$3.79
rapeseed oil or vegetable oil,$2.89
large aubergines  sliced lengthways,$41.99 - $47.99
x 90 gram packs fresh coconut pieces,$4.89
raw coconut oil,$13.89
powdered malt drink,$4.29
butter oil,$2.89
Malteasers,
pack slightly salted butter,$10.49
malt,$4.29
unsalted almonds,$14.99
gochujang chilli paste,$1.89
mirim,$3.19
farro or quinoa,$1.49
1l vegetable  pork or chicken stock,$1.89
baby spinach leaves kale,$2.49
white button mushrooms,$1.49
black sesame seeds,$3.29
mooli,
sagwa shikcho  apple vinegar  or rice vinegar,$1.69
spring onion  green part only  thinly sliced on the diagonal,$0.85
sweet potato noodles,$1.49
eggs sea salt,$3.99
gochugaru chilli flakes,$0.85
short or medium grain rice,$4.79
sweet potato crisps,$1.49
plaice fillets,$15.99
bag of mixed salad leaves,$2.79
onion onions,$1.99
frozen prawns,$6.99
balsamic pickled onions,$1.39
lamb steaks,$9.49 / per lb
dressed crab,$28.99
can crabmeat chunks in brine  drained,$0.99
can small potatoes,$8.99 - $24.99
green vegetables peas,$0.99
frozen cauliflower florets,$3.59
frozen peppers,$1.99
mild salsa,$3.49
fine polenta or cornmeal,$2.99
tossed dressing,$3.99
butter  melted  plus a knob for the potatoes,$9.99
broccoli greens,$1.99
